===============================================================================
= Module: TrackingMount   |   Example: PredictorMountSLR
===============================================================================
= Intputs:
-------------------------------------------------------------------------------
= File:        41240_cpf_240128_02801.hts
= Object:      jason3
= Avoid Sun:   true
= Avoid angle: 15
= Delta:       500
= Min el:      10
===============================================================================
= Outputs:
-------------------------------------------------------------------------------
= Trim at start: true
= Trim at end:   true
= Sun collision: true
= Sun at start:  false
= Sun at end:    false
= Sun deviation: true
= El deviation:  false
===============================================================================
mjd;sod;pass_az;pass_el;track_az;track_el;sun_az;sun_el
60340.487766;328.5986;10.0146;328.5986;10.0146;163.7992;34.5029
60340.487767;328.5978;10.0215;328.5978;10.0215;163.7997;34.5030
60340.487769;328.5970;10.0283;328.5970;10.0283;163.8001;34.5031
60340.487770;328.5962;10.0351;328.5962;10.0351;163.8006;34.5032
60340.487771;328.5953;10.0419;328.5953;10.0419;163.8011;34.5033
60340.487772;328.5945;10.0487;328.5945;10.0487;163.8016;34.5034
60340.487773;328.5937;10.0556;328.5937;10.0556;163.8020;34.5035
60340.487774;328.5929;10.0624;328.5929;10.0624;163.8025;34.5036
60340.487775;328.5921;10.0692;328.5921;10.0692;163.8030;34.5037
60340.487777;328.5912;10.0760;328.5912;10.0760;163.8034;34.5038
60340.487778;328.5904;10.0829;328.5904;10.0829;163.8039;34.5039
60340.487779;328.5896;10.0897;328.5896;10.0897;163.8044;34.5040
60340.487780;328.5888;10.0965;328.5888;10.0965;163.8048;34.5041
60340.487781;328.5880;10.1034;328.5880;10.1034;163.8053;34.5042
60340.487782;328.5871;10.1102;328.5871;10.1102;163.8058;34.5043
60340.487784;328.5863;10.1170;328.5863;10.1170;163.8062;34.5044
60340.487785;328.5855;10.1239;328.5855;10.1239;163.8067;34.5044
60340.487786;328.5847;10.1307;328.5847;10.1307;163.8072;34.5045
60340.487787;328.5839;10.1375;328.5839;10.1375;163.8076;34.5046
60340.487788;328.5830;10.1444;328.5830;10.1444;163.8081;34.5047
60340.487789;328.5822;10.1512;328.5822;10.1512;163.8086;34.5048
60340.487791;328.5814;10.1581;328.5814;10.1581;163.8091;34.5049
60340.487792;328.5806;10.1649;328.5806;10.1649;163.8095;34.5050
60340.487793;328.5797;10.1718;328.5797;10.1718;163.8100;34.5051
60340.487794;328.5789;10.1786;328.5789;10.1786;163.8105;34.5052
