===============================================================================
= Module: TrackingMount   |   Example: PredictorMountSLR
===============================================================================
= Intputs:
-------------------------------------------------------------------------------
= File:        41240_cpf_240128_02801.hts
= Object:      jason3
= Avoid Sun:   true
= Avoid angle: 15
= Delta:       500
= Min el:      10
===============================================================================
= Outputs:
-------------------------------------------------------------------------------
= Trim at start: true
= Trim at end:   true
= Sun collision: true
= Sun at start:  false
= Sun at end:    false
= Sun deviation: true
= El deviation:  false
===============================================================================
mjd;sod;pass_az;pass_el;track_az;track_el;sun_az;sun_el
60340.487766;328.5986;10.0146;328.5986;10.0146;163.7992;34.5029
60340.487772;328.5945;10.0487;328.5945;10.0487;163.8016;34.5034
60340.487778;328.5904;10.0829;328.5904;10.0829;163.8039;34.5039
60340.487784;328.5863;10.1170;328.5863;10.1170;163.8062;34.5044
60340.487789;328.5822;10.1512;328.5822;10.1512;163.8086;34.5048
60340.487795;328.5781;10.1855;328.5781;10.1855;163.8109;34.5053
60340.487801;328.5740;10.2197;328.5740;10.2197;163.8133;34.5058
60340.487807;328.5698;10.2540;328.5698;10.2540;163.8156;34.5062
60340.487813;328.5657;10.2884;328.5657;10.2884;163.8180;34.5067
60340.487818;328.5615;10.3228;328.5615;10.3228;163.8203;34.5072
60340.487824;328.5573;10.3572;328.5573;10.3572;163.8226;34.5076
60340.487830;328.5531;10.3916;328.5531;10.3916;163.8250;34.5081
60340.487836;328.5489;10.4261;328.5489;10.4261;163.8273;34.5086
60340.487841;328.5447;10.4606;328.5447;10.4606;163.8297;34.5090
60340.487847;328.5405;10.4952;328.5405;10.4952;163.8320;34.5095
60340.487853;328.5362;10.5298;328.5362;10.5298;163.8344;34.5100
60340.487859;328.5320;10.5644;328.5320;10.5644;163.8367;34.5104
60340.487865;328.5277;10.5991;328.5277;10.5991;163.8391;34.5109
60340.487870;328.5234;10.6338;328.5234;10.6338;163.8414;34.5114
60340.487876;328.5191;10.6685;328.5191;10.6685;163.8437;34.5118
60340.487882;328.5148;10.7033;328.5148;10.7033;163.8461;34.5123
60340.487888;328.5105;10.7381;328.5105;10.7381;163.8484;34.5128
60340.487894;328.5062;10.7729;328.5062;10.7729;163.8508;34.5132
60340.487899;328.5019;10.8078;328.5019;10.8078;163.8531;34.5137
60340.487905;328.4975;10.8427;328.4975;10.8427;163.8555;34.5142
60340.487911;328.4932;10.8777;328.4932;10.8777;163.8578;34.5147
60340.487917;328.4888;10.9127;328.4888;10.9127;163.8601;34.5151
60340.487922;328.4844;10.9477;328.4844;10.9477;163.8625;34.5156
60340.487928;328.4800;10.9828;328.4800;10.9828;163.8648;34.5161
60340.487934;328.4756;11.0179;328.4756;11.0179;163.8672;34.5165
60340.487940;328.4712;11.0531;328.4712;11.0531;163.8695;34.5170
60340.487946;328.4668;11.0882;328.4668;11.0882;163.8719;34.5175
60340.487951;328.4623;11.1235;328.4623;11.1235;163.8742;34.5179
60340.487957;328.4578;11.1587;328.4578;11.1587;163.8766;34.5184
60340.487963;328.4534;11.1940;328.4534;11.1940;163.8789;34.5189
60340.487969;328.4489;11.2293;328.4489;11.2293;163.8812;34.5193
60340.487975;328.4444;11.2647;328.4444;11.2647;163.8836;34.5198
60340.487980;328.4399;11.3001;328.4399;11.3001;163.8859;34.5203
60340.487986;328.4354;11.3356;328.4354;11.3356;163.8883;34.5207
60340.487992;328.4308;11.3711;328.4308;11.3711;163.8906;34.5212
60340.487998;328.4263;11.4066;328.4263;11.4066;163.8930;34.5217
60340.488003;328.4217;11.4422;328.4217;11.4422;163.8953;34.5221
60340.488009;328.4172;11.4778;328.4172;11.4778;163.8977;34.5226
60340.488015;328.4126;11.5134;328.4126;11.5134;163.9000;34.5231
60340.488021;328.4080;11.5491;328.4080;11.5491;163.9023;34.5235
60340.488027;328.4034;11.5848;328.4034;11.5848;163.9047;34.5240
60340.488032;328.3988;11.6206;328.3988;11.6206;163.9070;34.5245
60340.488038;328.3941;11.6564;328.3941;11.6564;163.9094;34.5249
60340.488044;328.3895;11.6922;328.3895;11.6922;163.9117;34.5254
60340.488050;328.3848;11.7281;328.3848;11.7281;163.9141;34.5258
60340.488056;328.3801;11.7640;328.3801;11.7640;163.9164;34.5263
60340.488061;328.3755;11.7999;328.3755;11.7999;163.9188;34.5268
60340.488067;328.3708;11.8359;328.3708;11.8359;163.9211;34.5272
60340.488073;328.3660;11.8720;328.3660;11.8720;163.9235;34.5277
60340.488079;328.3613;11.9080;328.3613;11.9080;163.9258;34.5282
60340.488084;328.3566;11.9441;328.3566;11.9441;163.9281;34.5286
60340.488090;328.3518;11.9803;328.3518;11.9803;163.9305;34.5291
60340.488096;328.3471;12.0165;328.3471;12.0165;163.9328;34.5296
60340.488102;328.3423;12.0527;328.3423;12.0527;163.9352;34.5300
60340.488108;328.3375;12.0890;328.3375;12.0890;163.9375;34.5305
60340.488113;328.3327;12.1253;328.3327;12.1253;163.9399;34.5310
60340.488119;328.3279;12.1617;328.3279;12.1617;163.9422;34.5314
60340.488125;328.3230;12.1981;328.3230;12.1981;163.9446;34.5319
60340.488131;328.3182;12.2345;328.3182;12.2345;163.9469;34.5324
60340.488137;328.3133;12.2710;328.3133;12.2710;163.9493;34.5328
60340.488142;328.3084;12.3075;328.3084;12.3075;163.9516;34.5333
